conversation_id,company,context,channel,tone,language,customer_issue,customer_goal,agent_goal,resolved,num_interactions,duration_sec,csat_estimated_1_5,next_action,followup_needed,summary
fbk-20251023-0001,Kavak,feedback,telefono,formal,es,Retraso en la transferencia del pago por la venta del auto; solicita compensación.,Que se acredite el pago hoy y obtener una compensación por la demora.,"Validar identidad, revisar estado del pago, explicar tiempos bancarios, gestionar solicitud de compensación y definir seguimiento.",False,8,210,3,Crear ticket con Finanzas/Pagos para evaluar compensación; enviar folio y comprobante de transferencia por correo en <24h hábiles; monitorear acreditación 24–48h; agendar llamada de seguimiento y escalar a banco si no se acredita.,True,"Cliente reporta retraso en la transferencia de su pago por venta y solicita compensación. KYC verificado. Agente confirma inspección y documentos concluidos; pago liberado y transferencia interbancaria en curso (ETA 24–48h hábiles). No hay compensación automática; se abre ticket a Finanzas para evaluar bono de cortesía. Se enviará folio y comprobante; si no se acredita, habrá seguimiento y escalamiento bancario."
fbk-20251023-0001,Kavak,feedback,telefono,resolutivo,es,Retraso en la transferencia de pago tras la venta; solicita compensación.,Recibir el pago hoy y obtener una compensación por el retraso.,"Verificar identidad, revisar estatus del pago, escalar a Pagos y gestionar solicitud de compensación, informando tiempos y pasos.",False,8,210,3,"Escalar con el equipo de Pagos, abrir caso prioritario, enviar correo seguro para confirmar cuenta (solo últimos 4 dígitos) y evaluar compensación; enviar SMS con número de caso; actualizar en 24 h hábiles.",True,Se validó al cliente con folio y últimos 4 dígitos. El pago figura en proceso bancario con ETA 24–48 h hábiles. Se abrió/escaló caso a Pagos y se solicitó evaluación de compensación sujeta a política. Se enviará correo seguro y SMS con número de caso; se dará actualización en 24 h hábiles.
kavak-20251023-001,Kavak,feedback,telefono,resolutivo,es,Retraso en la transferencia del pago tras la venta del vehículo; solicita compensación.,Recibir el dinero hoy y obtener una compensación por el retraso.,"Verificar identidad, revisar estado del pago, abrir ticket para rastreo y evaluación de compensación, y dar tiempos claros de seguimiento.",False,8,250,3,"Abrir ticket con Finanzas para rastrear el SPEI y evaluar compensación; enviar por SMS folio del caso y acuse de transferencia; llamada de actualización antes de las 18:00; si persiste, solicitar estado de cuenta del día (PDF/captura) y escalar al banco. ETA de resolución: 24–48 h hábiles.",True,Se verificó identidad y estado del pago (SPEI liberado ayer). Se abrió caso prioritario para rastreo y potencial compensación conforme a políticas. Se acordó actualización el mismo día y solicitud de documento bancario si no se refleja.
wapp-20251023-001,Kavak,feedback,whatsapp,resolutivo,es,Retraso en transferencia y solicitud de compensación,Recibir el pago hoy y obtener compensación por el retraso,"Validar identidad, verificar estatus de pago con Tesorería y gestionar evaluación de compensación",False,5,300,3,"Tesorería revisa caso KVK-872314 y envía actualización en <24 h hábiles; evaluar compensación según políticas; solicitar, si aplica, documento en portal seguro.",True,"Cliente reporta retraso en transferencia tras venta y solicita compensación. Se validó identidad básica, se abrió ticket con Tesorería para revisión urgente y se definió SLA de 24 h hábiles. Se evaluará compensación según políticas y se dará seguimiento por correo."
svc-2025-10-23-001,Kavak,service,email,amable,es,Necesita reprogramar una inspección a domicilio por cambio de agenda.,Mover la inspección a una tarde de esta semana.,Reagendar la cita y confirmar datos básicos cumpliendo verificación.,True,4,3900,5,Cita confirmada; técnico llamará 30 minutos antes de la ventana asignada.,False,"Se reprogramó la inspección a domicilio para el viernes 14:00–16:00; se validaron orden, nombre y dirección; se compartieron requisitos de verificación y acceso."
c5e9a2e7-7f1d-4f2a-9b2e-1f8a3d7c9a21,Kavak,feedback,webchat,formal,es,Retraso en la transferencia del pago tras vender su auto; solicita compensación.,Recibir el pago pendiente y obtener compensación por el retraso.,"Verificar estado del pago, priorizar revisión, mantener seguridad de datos y gestionar evaluación de compensación conforme a política.",False,4,240,3,"Enviar enlace seguro para carga de documentos, recolectar ID, contrato y comprobante de cuenta; seguimiento del ticket #PAY-32918 con Pagos y actualizar al cliente en 24–48 h hábiles; evaluar compensación conforme a política.",True,"Se registra que la transferencia está retrasada. Se abre y escala ticket a Pagos, se solicitaron documentos vía enlace seguro para validar KYC y cuenta. Se dará actualización en 24–48 h y se evaluará compensación según políticas."
svc-2025-10-23-0012,Kavak,service,whatsapp,amable,en,Needs to reschedule a home car inspection due to a schedule change.,Pick a new inspection time that fits their availability.,"Verify booking, confirm address, offer slots, reschedule, and send confirmation without requesting sensitive data over chat.",True,6,420,5,Send calendar invite and SMS; notify field technician of new Friday 9–11 am slot; update booking KVK-84721.,False,Inspection rescheduled to Friday 9–11 am at the same address. Confirmation and reminders to be sent. No payment requested; on-site ID check may occur.
svc-INS-reprog-20251023-001,Kavak,service,whatsapp,amable,es,Solicita reprogramar una inspección a domicilio por cambio de agenda,Cambiar fecha/horario de la inspección a domicilio,"Validar identidad y reprogramar la cita, dejando confirmación por WhatsApp",True,8,480,5,Confirmación de cita enviada por WhatsApp; técnico contactará 30 minutos antes de la visita,False,Se validó identidad mediante enlace seguro y se reprogramó la inspección a domicilio al jueves de 14:00 a 18:00. Cliente conforme.
SRV-INS-20251023-8842,Kavak,service,telefono,formal,es,Cambio de agenda: solicita reprogramar inspección a domicilio.,Cambiar fecha/ventana horaria de la inspección.,"Validar identidad, ofrecer opciones y confirmar nueva cita; informar documentos y políticas.",True,10,125,5,Enviar confirmación por SMS y correo; inspector llamará 30 minutos antes; cita reprogramada a jueves 16:00–18:00 en la misma dirección.,False,"Se reprogramó la inspección a domicilio al jueves 16:00–18:00. No hay costo; se informó sobre documentos necesarios (identificación, tarjeta de circulación y llaves). Crédito/garantía no se afectan. Se envió confirmación con folio SR-20251023-059."
svc-20251023-abc123,Kavak,service,whatsapp,directo,es,Cambio de agenda y solicita reprogramar inspección a domicilio,Cambiar fecha y franja horaria de la inspección,"Validar identidad, ofrecer horarios, confirmar nueva cita y requisitos",True,6,185,5,Enviar confirmación de cita y notificar al inspector de la reprogramación,False,"Se validó la identidad del cliente, se ofrecieron opciones y se reprogramó la inspección a domicilio para jueves 4–6 pm. Se indicaron documentos requeridos y que no hay pago para la inspección."
KVK-FB-20251023-001,Kavak,feedback,telefono,amable,es,Retraso en la transferencia tras vender su auto; solicita compensación.,Que se acredite el pago y recibir compensación por el retraso.,"Verificar el caso, escalar para rastreo de pago y evaluar compensación, dando tiempos claros.",False,6,210,3,Abrir ticket prioritario con Pagos/Tesorería para rastreo interbancario y con Finanzas para evaluar compensación; enviar acuse con folio por correo y SMS; actualizar en 24 h hábiles.,True,"Se validó identidad, se explicó proceso (inspección, documentos y KYC antes de pago). Por exceder el tiempo, se escalará a Pagos para rastreo y a Finanzas para posible compensación. Se confirmó canal de contacto y SLA de 24 h hábiles."
svc-2025-10-23-001,Kavak,service,webchat,empático,es,Solicita reprogramar inspección a domicilio por cambio de agenda.,Cambiar fecha/horario de la inspección.,"Validar identidad y reprogramar la inspección, confirmando requisitos y envío de confirmación.",True,6,240,5,Enviar confirmación de la nueva cita por SMS y correo; actualizar la ruta del inspector.,False,Se verificó identidad (nombre y número de orden) y se reprogramó la inspección a domicilio para el jueves 16:00–18:00. Se enviará confirmación y recordatorio; no tiene costo. Cliente informado de los documentos y condiciones para la visita.
f4c9a5d9-2a5a-4c1d-86f4-1b6c7dc2f9a3,Kavak,service,webchat,directo,es,Cambio de agenda: reprogramar inspección a domicilio,Mover fecha y horario de la inspección,"Validar identidad, confirmar dirección y reagendar la inspección",True,6,320,5,Enviar confirmación por email y SMS; notificar al técnico y actualizar la orden con la nueva franja horaria.,False,Inspección a domicilio reprogramada para viernes 10:30–12:00 en la misma dirección. Identidad validada con número de orden y nombre. Cliente informado de documentos requeridos.
svc-INS-20251023-001,Kavak,service,telefono,formal,es,Cambio de agenda; solicita reprogramar inspección a domicilio.,Reprogramar la fecha y franja horaria de la inspección.,"Validar identidad, ofrecer disponibilidad y confirmar nueva cita con requisitos y confirmación.",True,8,135,5,Enviar confirmación y recordatorio por SMS y correo; actualizar la agenda del técnico con la nueva franja.,False,Se validó identidad y se reprogramó la inspección a domicilio para el viernes de 15:00 a 18:00 en la misma dirección. Se informaron requisitos y que la reprogramación no tiene costo. Se enviará confirmación y recordatorio.
svc-8f4a2e1b-3b6c-4d4d-9a79-2a6a1f2a9b91,Kavak,service,whatsapp,amable,es,Cambio de agenda; requiere reprogramar inspección a domicilio.,Mover su inspección a domicilio al jueves 10-12 manteniendo la misma dirección.,"Validar datos mínimos, confirmar disponibilidad y reprogramar la inspección; indicar requisitos y enviar confirmación.",True,6,145,5,Enviar confirmación de reprogramación por WhatsApp y actualizar el sistema con la nueva cita.,False,"Se verificó el número de orden y se reprogramó la inspección a domicilio al jueves 10-12, manteniendo la misma dirección. Se informaron documentos requeridos y que no se realizan pagos en la inspección. Confirmación enviada por el mismo canal."
KVK-SVC-20251023-AB12,Kavak,service,whatsapp,resolutivo,es,Solicita reprogramar inspección a domicilio por cambio de agenda,Mover la inspección a un nuevo horario disponible,"Validar identidad y reprogramar la inspección, confirmando por canal y recordando documentos",True,4,240,5,Inspección reprogramada a mañana 11:00–13:00; confirmación enviada por WhatsApp y correo; cliente informado de documentos requeridos.,False,"Se validó la identidad con nombre y correo, se reprogramó la inspección a la ventana solicitada y se recordaron documentos para la visita."
wh-2025-10-23-7f3a2c9e,Kavak,service,whatsapp,apologético,es,Cambio de agenda; reprogramar inspección a domicilio,Mover la cita de inspección a otro horario,"Verificar identidad, ofrecer horarios y reprogramar la inspección cumpliendo políticas",True,6,180,5,"Enviar confirmación de la nueva cita y datos del técnico por WhatsApp y correo; cita agendada para sábado 25, 9:00–11:00.",False,"Cita de inspección a domicilio reprogramada por cambio de agenda; identidad verificada con orden/placa. Se informaron políticas de documentos, inspección, pagos, garantía y crédito."
svc-20251023-001,Kavak,service,webchat,resolutivo,en,Schedule change requiring rescheduling of at-home inspection,Change inspection date/time,Verify identity and reschedule inspection with confirmation,True,8,200,5,Confirmation sent via SMS/email; technician assigned for Sat Oct 25 10:00–12:00; customer to have ID and vehicle ready at the address on file.,False,"Inspection rescheduled after KYC verification. Customer moved appointment to Sat Oct 25, 10:00–12:00. No fees; ID required; financing/warranty unaffected."
svc-INS-20251023-001,Kavak,service,webchat,amable,es,Solicita reprogramar inspección a domicilio por cambio de agenda,Cambiar fecha y hora de la inspección a domicilio,Verificar identidad y reprogramar la cita sin pedir datos sensibles,True,6,270,5,Confirmación enviada por SMS y correo; cita reprogramada a la franja solicitada; verificación de identidad el día de la visita.,False,"Se validó identidad básica (nombre y teléfono), se reprogramó la inspección a domicilio a la franja vespertina del día siguiente y se enviaron confirmaciones. No se solicitaron pagos ni documentos adicionales; el técnico validará identificación oficial en sitio."
c1b7d2b6-8e41-4c7a-9f2d-1b0a5c3f9a22,Kavak,service,webchat,resolutivo,es,Quiere reprogramar la inspección a domicilio por cambio de agenda,Cambiar fecha y horario de la inspección a domicilio,"Validar identidad, ofrecer disponibilidad y reprogramar la visita",True,6,190,5,"Enviar confirmación de la nueva cita por SMS y correo, notificar al técnico asignado y registrar folio en el sistema.",False,Inspección a domicilio reprogramada para viernes 24 de octubre de 9:00 a 11:00 en la misma dirección; cliente informado de documentos requeridos y confirmación por SMS/correo.
svc-20251023-AX94K,Kavak,service,webchat,amable,es,Cambio de agenda; solicita reprogramar inspección a domicilio,Mover la cita de inspección a una nueva ventana por la tarde,"Verificar identidad mínima, ofrecer opciones y confirmar reprogramación con indicaciones",True,8,230,5,Enviar confirmación de reprogramación por correo y SMS; técnico contactará antes de la llegada.,False,"Se verificó folio y titular, se reprogramó la inspección a domicilio para mañana 16:00–18:00, y se indicaron documentos a tener a mano."
KVK-CR-2025-10-23-8f12a7b9,Kavak,credit,whatsapp,apologético,es,Pregunta si califica a crédito y qué tasas maneja Kavak.,Saber si puede comprar a crédito y conocer posibles tasas.,Explicar requisitos y proceso de pre-calificación y ofrecer siguiente paso.,False,4,150,4,"Enviar enlace seguro de pre-calificación, abrir ticket de seguimiento y, si el cliente completa, presentar oferta de financiamiento; si no, proponer cita en tienda.",True,"Cliente solicita información de crédito y tasas. Agente explica que la tasa depende del perfil, auto, enganche y plazo; se requieren ID oficial, comprobante de ingresos y domicilio. Se menciona inspección y garantía del auto y pagos por domiciliación. Se enviará enlace seguro para pre-calificación y se abre ticket."
KAVAK-CR-20251023-0007,Kavak,credit,telefono,directo,en,Wants to know if they qualify for financing and possible rates.,Get a quick pre-qualification and an idea of rates.,"Explain financing, required documents, KYC/credit check, and start pre-qualification.",False,8,165,4,Send SMS with secure pre-qualification link; await document upload; schedule follow-up call within 1 business day to review estimated APR and terms.,True,"Customer will complete soft-credit pre-qualification via secure link and upload ID, income, and address docs. Agent explained inspection, limited warranty, monthly payments, and next steps."
svc-20251023-0012,Kavak,service,telefono,resolutivo,es,Reprogramar inspección a domicilio por cambio de agenda,Cambiar la fecha y hora de la inspección,"Verificar identidad y reprogramar la cita, confirmando condiciones y requisitos",True,8,140,5,Enviar confirmación por SMS y correo; actualizar la orden con la nueva franja 16:00–18:00 y notificar al técnico.,False,"Se verificó identidad y se reprogramó la inspección a domicilio para mañana 16:00–18:00 sin costo; se indicó tener identificación oficial y tarjeta de circulación listas; no afecta oferta, garantía ni crédito; se enviará confirmación por SMS y correo."
conv-2025-10-23-001,Kavak,credit,email,apologético,es,Saber si califica a crédito y cuáles son las posibles tasas.,Conocer elegibilidad de crédito para comprar auto y tasas aproximadas.,Explicar proceso y requisitos KYC para preaprobación y ofrecer siguiente paso.,False,2,120,4,"Enviar al cliente el formulario seguro de preaprobación y solicitar los documentos mencionados; si lo prefiere, agendar llamada/cita con asesor.",True,Se explicó que la aprobación y tasa dependen del análisis crediticio y del auto/plazo. Se solicitaron documentos KYC y autorización para consulta de crédito. Se ofreció enviar formulario de preaprobación o agendar llamada/cita.
svc-20251023-0007,Kavak,service,webchat,formal,es,Solicita reprogramar inspección a domicilio por cambio de agenda.,Cambiar fecha y horario de su inspección a domicilio.,Validar identidad mínima y reprogramar la cita confirmando la nueva ventana y envío de confirmación.,True,8,190,5,Enviar confirmación por correo y SMS con la nueva ventana de inspección (viernes 16:00–18:00).,False,Se validó identidad mínima del cliente y se reprogramó la inspección a domicilio al viernes de 16:00 a 18:00; se enviará confirmación por correo y SMS. No hay costo por reprogramación.
c6b7a9f2-9f1a-4c7f-9e1f-2de0c8a3b4d1,Kavak,credit,email,resolutivo,es,Consulta si califica a crédito y qué tasas manejan para comprar un auto.,Saber si es elegible para financiamiento y conocer rangos de tasas.,"Explicar proceso de preaprobación, documentos y rangos de tasas; definir siguiente paso.",False,2,420,4,"Enviar formulario seguro de preaprobación, solicitar documentos y agendar llamada breve si el cliente confirma.",True,"El cliente solicita información de elegibilidad y tasas. El agente explicó documentos y proceso KYC (incluye Buró), rangos de tasa estimados y propuso enviar formulario seguro y agendar llamada."
wc-20251023-8f2b7c,Kavak,credit,webchat,empático,es,Saber si califica a crédito y qué tasas maneja Kavak,Conocer su elegibilidad y obtener una referencia de tasas/mensualidades,"Explicar requisitos y proceso de crédito, KYC y siguiente paso para pre-calificación",False,6,210,5,Enviar enlace seguro de pre‑calificación; crear ticket al equipo de crédito; ofrecer agendar cita en sucursal,True,"Cliente interesado en crédito y tasas. Agente explicó proceso, requisitos (ID, ingresos, domicilio, RFC, autorización), verificación KYC, e indicó inspección y garantía de los autos. Se enviará enlace de pre‑calificación y se abre ticket para seguimiento."
f2a7c2c9-9c6b-4b6a-9a3a-6ac7f2b90b41,Kavak,credit,email,empático,en,Asking if they qualify for financing and what interest rates they could get.,Understand eligibility and potential rates to buy a car.,"Explain how to check eligibility, what documents are needed, what affects rates, and outline next steps.",False,2,4020,4,Await customer reply with city and preferred method; then send secure pre‑qualification link or schedule a call and request KYC docs.,True,"Explained factors affecting APR, listed required KYC/credit documents, noted inspection and warranty review post‑approval, and provided clear next steps for pre‑qualification."
wapp-20251023-CRD-7842,Kavak,credit,whatsapp,empático,es,Consulta si califica a crédito y cuáles son las tasas.,Saber si es elegible para financiamiento y las tasas aproximadas.,"Explicar requisitos, proceso de precalificación y siguientes pasos sin prometer tasas específicas.",False,2,90,4,"Abrir folio y enviar enlace seguro para precalificación; si lo prefiere, agendar llamada.",True,"Se informó que la elegibilidad y tasa dependen de la evaluación. Se pidieron documentos básicos (ID, ingresos, domicilio), se mencionó KYC, inspección y garantía. Pendiente enviar enlace y/o agendar llamada."
kvk-cred-2025-10-23-001,Kavak,credit,email,entusiasta,es,Consulta si califica a crédito y cuáles son las posibles tasas para comprar un auto.,Saber su elegibilidad y rangos de tasas para planear la compra.,"Explicar requisitos y proceso de pre-calificación, orientar sobre tasas estimadas y definir siguiente paso seguro.",False,2,3300,4,"Abrir folio y enviar enlace seguro para cargar documentos de pre-calificación; alternativamente, agendar llamada con asesor.",True,"El cliente pidió información sobre elegibilidad y tasas. El agente explicó requisitos KYC y proceso de pre-calificación, indicó que las tasas son estimadas y sujetas a evaluación, y mencionó inspección, garantía y cálculo de mensualidades/enganche. Se propuso enviar enlace seguro o agendar llamada."
c2a7f9b1-7e5c-4b2a-9a1a-5f86e6e9fd42,Kavak,credit,telefono,apologético,es,Quiere saber si califica a crédito y las posibles tasas.,Conocer elegibilidad y rangos de tasas para comprar un auto.,"Explicar requisitos, obtener consentimiento, y guiar a pre-calificación.",False,6,230,4,Enviar SMS con enlace de pre‑calificación; cliente sube documentos y autoriza consulta de buró; agendar llamada con especialista al completar.,True,"Cliente interesado en crédito y tasas. Se explicó que la tasa depende del perfil, enganche, plazo y auto. Se solicitaron documentos (ID, ingresos, domicilio) y consentimiento para buró. Se enviará enlace de pre‑calificación y se programará llamada con especialista tras completar. Se mencionó inspección de autos, garantía y métodos de pago."
c1c0c4aa-3f7d-4e9d-9d1c-7a7d3a2f5a42,Kavak,credit,webchat,formal,es,Consulta si califica a crédito y pide tasas.,Saber si es elegible para crédito y conocer tasas aproximadas.,"Explicar criterios y requisitos, iniciar pre‑calificación y acordar siguiente paso.",False,6,240,4,"Abrir ticket, enviar formulario seguro de pre‑calificación y agendar llamada de 10 minutos. Solicitar autorización para consulta de buró y documentos: identificación oficial, comprobante de ingresos, comprobante de domicilio, RFC/CURP.",True,"Cliente solicita elegibilidad y tasas de crédito. Agente explica que dependen de evaluación y propone pre‑calificación con requisitos KYC, menciona inspección y garantía del auto, y acuerda enviar formulario y agendar llamada."
kvk-web-20251023-CRD-001,Kavak,credit,webchat,empático,es,Solicita saber si califica a crédito y cuáles podrían ser las tasas.,Conocer elegibilidad y tasas para comprar un auto a crédito.,"Explicar criterios, requisitos y guiar a una precalificación.",False,4,65,4,Iniciar precalificación solicitando datos básicos por chat o agendar llamada de un asesor de crédito.,True,"Se explicó elegibilidad, documentos requeridos, validación de identidad y que tasas/plazos dependen del perfil. Se ofreció iniciar precalificación o agendar llamada."
kavak-web-20251023-CRD-8731,Kavak,credit,webchat,resolutivo,es,Quiere saber si califica a crédito y las tasas para comprar un auto.,Conocer elegibilidad y rangos de tasa para decidir compra.,"Explicar requisitos, rangos estimados de tasa y guiarlos a una precalificación segura.",False,2,70,4,Enviar enlace de formulario de precalificación por chat y abrir expediente KYC para recibir documentos.,True,"Se explicó que la aprobación depende de evaluación crediticia; tasas referenciales 12%–28% CAT según perfil, plazo y enganche. Se solicitarán ID, comprobantes de ingresos y domicilio; se consultará Buró con autorización. Se enviará formulario de precalificación por el chat."
c-20251023-001,Kavak,credit,whatsapp,entusiasta,es,Consulta si califica a crédito y qué tasas maneja Kavak para comprar un auto.,Saber si es elegible para crédito y conocer tasas aproximadas.,"Guiar a una precalificación, explicar requisitos/documentos, rangos de tasas y siguiente paso.",False,8,420,5,"Cliente completará el formulario de precalificación y enviará identificación oficial, comprobante de domicilio y comprobantes de ingresos; obtener autorización para consulta de buró; opcional agendar llamada de asesoría.",True,"Se explicó proceso de crédito (KYC y consulta de buró), documentos requeridos, plazos y pagos, y rango estimado de tasas sujeto a aprobación. Se mencionó inspección y garantía del auto. Cliente aceptó recibir y completar el formulario."
KAVAK-CR-20251023-001,Kavak,credit,email,apologético,es,Quiere saber si califica a crédito y las tasas disponibles.,Conocer su elegibilidad y un rango de tasas para comprar un auto.,"Explicar requisitos y proceso de preaprobación, dar rango referencial de tasas y definir el siguiente paso.",False,2,180,4,"Enviar al cliente el formulario seguro de preaprobación y el checklist de documentos KYC; al recibir autorización para consulta de buró, iniciar evaluación. Ofrecer agendar llamada.",True,"Se explicó que la tasa depende de la evaluación crediticia, enganche y plazo; se solicitarán documentos KYC para preaprobación. Autos certificados con inspección y garantía. Se propuso enviar formulario y/o agendar llamada."
CR-2025-10-23-7842,Kavak,credit,email,formal,es,Consulta sobre elegibilidad de crédito y tasas para comprar un auto.,Saber si califica a crédito y conocer posibles tasas.,"Explicar requisitos y proceso de preaprobación, rangos de tasa y próximos pasos.",False,4,5400,4,Enviar formulario seguro de preaprobación y solicitar documentos; ofrecer agendar llamada de asistencia.,True,"Se informó el proceso de preaprobación, documentos KYC requeridos, rangos referenciales de tasa y condiciones generales. El cliente solicitó el formulario; el agente enviará el enlace seguro y dará seguimiento en 24-48h."
wh-cred-20251023-001,Kavak,credit,whatsapp,entusiasta,es,Quiere saber si califica a crédito y cuáles podrían ser las tasas.,Conocer su elegibilidad y rangos de tasas para comprar un auto.,"Iniciar precalificación, explicar requisitos y próximos pasos sin prometer tasas.",False,8,420,4,"Enviar formulario de precalificación, recibir documentos KYC (ID, domicilio, ingresos, RFC/curp), realizar revisión con financiera aliada y agendar llamada de seguimiento.",True,Se inició precalificación de crédito; el cliente recibirá formulario para cargar documentos. Tasas sujetas a perfil y al auto; autos con inspección y garantía. Se confirmará elegibilidad tras revisar documentación.
wrt-2025-10-23-001,Kavak,warranty,email,entusiasta,es,Consulta si una falla eléctrica entra en garantía extendida y cómo tramitarla.,Confirmar cobertura y pasos para iniciar el trámite.,Aclarar cobertura y guiar sobre documentos y proceso de inspección.,True,4,420,5,"Cliente envía VIN, número de póliza, kilometraje, evidencia y ciudad; Agente abre ticket de garantía y propone citas para inspección/diagnóstico en centro autorizado.",True,Se confirmó que la garantía extendida suele cubrir fallas eléctricas bajo términos vigentes y sin modificaciones ni desgaste. Se pidieron documentos para abrir el caso y agendar inspección; pendiente información del cliente.
whtspp-kwk-20251023-001,Kavak,warranty,whatsapp,directo,es,Consulta si una falla eléctrica entra en garantía extendida y cómo tramitarla.,Confirmar cobertura y arrancar el proceso de garantía.,"Validar elegibilidad preliminar, recopilar datos KYC, y agendar diagnóstico en taller autorizado.",False,6,420,4,"Abrir ticket de garantía y agendar diagnóstico mañana 16:00 en taller autorizado; cliente enviará identificación, tarjeta de circulación, contrato de garantía, historial de mantenimiento y evidencia del fallo.",True,"Se confirmó que fallas eléctricas pueden estar cubiertas según póliza y condiciones. Cliente proporcionó datos básicos (nombre, VIN parcial, contrato, km, ciudad, disponibilidad). Se solicitaron documentos para KYC y validación y se propuso diagnóstico mañana 16:00. Agente abrirá ticket y enviará confirmación con dirección y folio."
a0c1c6a3-9d3f-4e0f-9d7b-7a3bfb2ab1e2,Kavak,credit,telefono,resolutivo,es,Saber si califica a crédito y conocer posibles tasas.,Obtener financiamiento para comprar un auto y conocer rangos de tasa.,"Explicar requisitos, rangos de tasa sujetos a evaluación y acordar el siguiente paso de precalificación.",False,6,240,5,Enviar SMS con enlace seguro para autorización de consulta de buró y carga de documentos; abrir folio interno; agendar llamada de precalificación hoy 16:30.,True,"Se explicó que la aprobación depende de perfil, con tasas de referencia 15%-29% sujetas a evaluación. Se solicitaron documentos KYC (ID, domicilio, ingresos, RFC) y autorización de buró. Se informó sobre pagos mensuales y garantía limitada. Siguiente paso: enviar enlace seguro y agendar llamada de precalificación."
war-20251023-8f3c21,Kavak,warranty,email,empático,es,Duda si una falla eléctrica (alternador) entra en garantía extendida y cómo tramitarla.,Confirmar cobertura y pasos para abrir un caso.,Aclarar condiciones de cobertura y guiar para abrir folio y agendar inspección.,False,2,420,4,"Cliente envía VIN/placa, número de contrato, fotos del tablero, diagnóstico (si lo tiene), comprobantes de mantenimiento e identificación oficial; agente abre folio de garantía y agenda inspección en taller autorizado con preautorización.",True,"Se explica que fallas eléctricas suelen estar cubiertas según términos del contrato; se solicita documentación para validar y abrir folio, preautorizar y agendar inspección."
f2d7c0f1-3a1a-4a8f-9f9f-7b6b2e37e6a2,Kavak,warranty,email,apologético,es,El cliente duda si una falla eléctrica entra en la garantía extendida y cómo tramitar el reclamo.,Confirmar cobertura y saber el proceso para abrir un caso de garantía.,Explicar alcances generales de la garantía y detallar pasos/documentos para abrir ticket y agendar diagnóstico.,False,2,780,4,"Cliente envía VIN/placa, número de contrato de garantía, identificación oficial, póliza, comprobantes de mantenimiento, descripción y evidencia; el agente abre ticket y agenda diagnóstico en taller autorizado en 24–48 h.",True,Se explicó cobertura general de fallas eléctricas bajo garantía extendida y se indicaron documentos y pasos para abrir el caso y agendar inspección; queda pendiente recepción de información del cliente.
WHTS-2025-10-23-001,Kavak,warranty,whatsapp,amable,es,Duda si una falla eléctrica entra en garantía extendida y cómo tramitarla.,Confirmar cobertura y abrir un trámite de garantía.,"Aclarar cobertura, pedir datos/documents, y agendar diagnóstico con ticket.",True,8,540,5,"Generar ticket de garantía, enviar folio y ubicación del taller aliado, y confirmar cita de diagnóstico (10:00–12:00 CDMX).",True,Se confirmó que la garantía extendida puede cubrir fallas eléctricas según póliza; se solicitaron KYC y documentos; se agendó diagnóstico y se abrirá folio para tramitar la garantía.
KAVAK-warr-20251023-001,Kavak,warranty,telefono,amable,es,Tiene una falla eléctrica intermitente y duda si la cubre su garantía extendida.,Confirmar cobertura y saber cómo tramitar el reclamo.,"Explicar condiciones de cobertura, validar datos y generar ticket/cita de diagnóstico.",True,8,210,5,Cliente sube contrato e identificación por enlace seguro y asiste a la cita de diagnóstico programada.,True,"Se explicó cobertura sujeta a diagnóstico, se generó ticket y se agendó cita de revisión en centro autorizado. Cliente recibirá confirmación por SMS y correo."
wrn-20251023-001,Kavak,warranty,email,formal,es,Consulta si una falla eléctrica entra en la garantía extendida y cómo tramitarla.,Confirmar cobertura y recibir instrucciones para abrir el caso.,"Aclarar cobertura sujeta a póliza, solicitar documentos y agendar evaluación en taller autorizado.",False,4,10800,4,"Validar póliza y documentos, confirmar disponibilidad del cliente y agendar evaluación en taller autorizado en Monterrey bajo el ticket K-20251023-1742.",True,Se aclaró que una falla eléctrica puede estar cubierta según la póliza. Se solicitaron y recibieron documentos. Se abrió ticket y se coordina la evaluación en taller autorizado para confirmar cobertura y proceder.
c2a7c9b8-8f3b-4e1f-9b2e-4f6f2b7e1a90,Kavak,warranty,whatsapp,amable,es,Consulta si una falla eléctrica entra en garantía extendida y cómo tramitarla.,Confirmar cobertura y saber el proceso para abrir la garantía.,"Validar plan, abrir folio de garantía y agendar diagnóstico en taller autorizado.",False,6,420,5,"Abrir folio de garantía, validar cobertura del plan con contrato y VIN, y enviar opción de taller con cita para diagnóstico; cliente presentará identificación.",True,"El cliente consultó si su falla eléctrica entra en garantía extendida. El agente explicó cobertura general (excluye consumibles y modificaciones), solicitó contrato/VIN e identificación, y acordó agendar un diagnóstico en taller autorizado con confirmación por WhatsApp en 2 horas."
KVK-WEB-20251023-001,Kavak,warranty,webchat,resolutivo,es,Consulta si una falla eléctrica entra en garantía extendida y cómo tramitarla.,Confirmar cobertura y abrir el trámite de garantía.,Aclarar condiciones de cobertura y levantar ticket con cita de diagnóstico.,True,6,360,5,"Enviar enlace seguro por correo para subir contrato de garantía, identificación y evidencia; ticket abierto y cita confirmada para diagnóstico en centro autorizado.",True,"Se explicó que la cobertura depende del plan y del dictamen. Se abrió trámite, se programó diagnóstico mañana 16:00 en CDMX y se enviará enlace seguro para documentos. Pendiente resultado de inspección."
